COUNTY,MUNICIPALITY,CLASS
Elk,Benezette Township,2nd Township
Elk,Fox Township,2nd Township
Elk,Highland Township,2nd Township
Elk,Horton Township,2nd Township
Elk,Jay Township,2nd Township
Elk,Johnsonburg Borough,Borough
Elk,Jones Township,2nd Township
Elk,Millstone Township,2nd Township
Elk,Ridgway Borough,Borough
Elk,Ridgway Township,2nd Township
Elk,Spring Creek Township,2nd Township
Elk,St. Marys City,3rd City
